heat_id,timestamp,shift,operator_id,furnace_id,mold_line_id,pattern_id,pattern_age_cycles,season,ambient_temp_C,ambient_humidity_pct,sand_moisture_pct,mold_hardness_B,mold_temp_C,binder_pct,mold_permeability,C_pct,Si_pct,Mn_pct,S_pct,P_pct,Cr_pct,carbon_equivalent,mn_s_ratio_ok,pour_temp_C,superheat_C,pour_rate_kg_per_s,pour_delay_min,cooling_rate_C_per_min,fade_time_min,inoculant_dose_pct,core_moisture_pct,furnace_temp_drift_C,bore_diameter_mm,deck_height_mm,wall_thickness_mm,surface_roughness_Ra_um,defect_class,severity,disposition,customer_complaint,yield_pct,casting_weight_kg,warranty_risk_score,oem_customer
H-2025-03397,2025-09-06 05:06:00,C,OP-308,F1,ML-2,PT-A,589,Monsoon,28.4,87.4,4.02,87.3,40.7,2.09,107.7,3.576,2.011,0.568,0.103,0.062,0.017,4.267,True,1418.5,238.5,6.36,4.83,8.11,0.3,0.159,3.5,10.0,89.5125,220.0066,4.5595,6.17,None,None,OK,False,94.87,216.02,1.48,OEM-ASHOK_LEYLAND
H-2025-03398,2025-09-06 08:28:00,A,OP-104,F1,ML-2,PT-B,294,Monsoon,27.6,88.3,3.91,88.3,37.0,1.99,123.4,3.383,2.055,0.523,0.073,0.095,0.025,4.099,True,1402.9,222.9,6.77,2.28,8.86,19.2,0.228,2.85,13.1,89.5031,220.0036,4.4912,6.39,None,None,OK,False,95.56,219.37,1.76,OEM-ASHOK_LEYLAND
H-2025-03399,2025-09-06 11:03:00,A,OP-104,F1,ML-1,PT-C,260,Monsoon,27.5,91.9,3.55,84.2,35.8,1.9,102.9,3.304,2.134,0.619,0.088,0.068,0.008,4.038,True,1418.3,238.3,8.63,0.56,9.92,5.1,0.137,3.5,12.4,89.4987,219.9773,4.5212,3.94,None,None,OK,False,96.73,217.15,0.66,OEM-TATA
H-2025-03400,2025-09-06 11:10:00,A,OP-104,F1,ML-1,PT-A,590,Monsoon,29.1,82.5,3.81,91.1,39.7,2.29,137.8,3.403,2.0,0.506,0.089,0.081,0.012,4.097,True,1422.4,242.4,5.78,0.54,8.67,0.4,0.187,3.03,15.5,89.5151,219.9555,4.5092,4.33,None,None,OK,False,96.28,211.83,2.25,OEM-ASHOK_LEYLAND
H-2025-03401,2025-09-06 15:12:00,B,OP-217,F2,ML-1,PT-A,591,Monsoon,28.7,86.6,3.47,81.4,36.8,1.95,103.0,3.488,1.948,0.537,0.078,0.088,0.002,4.167,True,1407.3,227.3,7.71,0.73,10.84,3.1,0.213,3.0,3.1,89.4999,219.9926,4.4873,4.71,None,None,OK,False,96.94,217.46,0.92,OEM-MAHINDRA
H-2025-03402,2025-09-06 16:26:00,B,OP-217,F2,ML-1,PT-C,261,Monsoon,31.2,80.5,3.41,81.2,48.7,1.85,106.0,3.483,1.91,0.537,0.082,0.072,0.013,4.144,True,1423.5,243.5,6.17,0.23,11.2,8.5,0.171,3.05,4.9,89.5158,220.0111,4.4778,4.44,None,None,OK,False,97.06,215.16,2.13,OEM-TATA
H-2025-03403,2025-09-06 19:39:00,B,OP-217,F1,ML-2,PT-B,295,Monsoon,29.8,80.7,3.33,79.9,39.5,1.81,109.3,3.22,1.931,0.619,0.06,0.07,0.019,3.887,True,1414.8,234.8,6.75,2.53,10.3,16.0,0.203,3.22,13.8,89.5166,219.9931,4.5092,4.43,None,None,OK,False,97.42,210.5,2.18,OEM-TATA
H-2025-03404,2025-09-06 21:10:00,B,OP-217,F2,ML-1,PT-B,296,Monsoon,28.4,85.3,3.52,79.0,39.0,2.23,117.8,3.48,1.973,0.584,0.096,0.061,0.002,4.158,True,1380.3,200.3,7.28,0.71,11.46,3.5,0.243,2.82,4.5,89.4971,219.9982,4.5185,5.37,None,None,OK,False,94.57,216.78,1.04,OEM-TATA
H-2025-03405,2025-09-06 21:24:00,B,OP-217,F1,ML-2,PT-A,592,Monsoon,28.3,75.1,3.7,81.5,44.3,2.06,97.5,3.433,2.136,0.632,0.081,0.077,0.008,4.17,True,1418.7,238.7,7.15,0.47,7.17,4.9,0.168,3.08,11.6,89.5169,220.0108,4.4909,3.64,Surface_Defects,Major_Rework,Scrap,False,93.46,217.89,3.75,OEM-TATA
H-2025-03406,2025-09-06 22:06:00,C,OP-308,F1,ML-1,PT-A,593,Monsoon,29.3,80.0,2.87,80.8,47.2,1.77,138.7,3.309,2.091,0.658,0.084,0.061,0.042,4.026,True,1389.7,209.7,8.1,0.14,12.54,9.2,0.185,3.1,12.7,89.4821,219.9677,4.4958,5.2,None,None,OK,False,96.14,211.04,3.19,OEM-TATA
H-2025-03407,2025-09-07 00:14:00,C,OP-308,F1,ML-1,PT-A,594,Monsoon,27.5,78.0,3.84,81.5,41.7,1.92,118.3,3.251,2.136,0.5,0.076,0.07,0.04,3.986,True,1418.9,238.9,5.0,1.37,12.79,1.7,0.108,3.42,12.3,89.511,219.9905,4.5438,6.2,None,None,OK,False,96.11,212.68,2.64,OEM-TATA
H-2025-03408,2025-09-07 03:24:00,C,OP-308,F1,ML-1,PT-A,595,Monsoon,28.5,77.4,3.5,87.1,39.1,1.94,113.5,3.522,1.991,0.536,0.096,0.069,0.025,4.208,True,1425.0,245.0,9.33,2.08,16.15,0.9,0.207,2.94,12.3,89.4738,220.025,4.552,6.62,None,None,OK,False,95.32,213.62,4.53,OEM-ASHOK_LEYLAND
H-2025-03409,2025-09-07 03:36:00,C,OP-308,F2,ML-1,PT-C,262,Monsoon,27.7,82.7,3.43,84.9,40.2,1.84,121.7,3.533,2.268,0.647,0.088,0.065,0.022,4.311,True,1410.1,230.1,8.32,6.44,8.17,4.2,0.252,3.54,6.1,89.515,219.9897,4.4885,6.32,None,None,OK,False,95.84,215.95,1.94,OEM-TATA
H-2025-03410,2025-09-07 05:22:00,C,OP-308,F2,ML-1,PT-B,297,Monsoon,29.1,77.1,3.43,84.7,37.7,2.06,129.3,3.538,2.054,0.635,0.068,0.08,0.005,4.25,True,1420.8,240.8,6.88,5.01,8.19,3.7,0.159,3.22,5.3,89.5326,220.0028,4.5092,4.59,None,None,OK,False,96.34,211.28,3.32,OEM-TATA
H-2025-03411,2025-09-07 07:12:00,A,OP-104,F2,ML-2,PT-C,263,Monsoon,29.3,78.1,3.13,80.7,38.4,1.93,108.7,3.193,2.087,0.567,0.083,0.095,0.02,3.92,True,1399.7,219.7,8.15,2.36,7.7,1.2,0.181,3.12,5.6,89.5025,219.9893,4.5261,3.27,None,None,OK,False,96.61,216.69,1.59,OEM-TATA
H-2025-03412,2025-09-07 07:30:00,A,OP-104,F1,ML-1,PT-A,596,Monsoon,31.1,88.4,3.14,92.0,46.2,1.96,138.5,3.325,1.982,0.646,0.069,0.089,0.001,4.015,True,1450.5,270.5,8.66,1.41,13.13,0.4,0.241,3.67,13.3,89.5032,219.9942,4.4986,5.11,None,None,OK,False,94.5,216.19,1.99,OEM-MAHINDRA
H-2025-03413,2025-09-07 20:45:00,B,OP-217,F2,ML-2,PT-A,597,Monsoon,27.5,88.0,3.39,78.9,43.8,1.79,118.4,3.357,2.303,0.633,0.085,0.05,0.06,4.141,True,1385.9,205.9,10.01,1.91,6.84,7.8,0.258,3.84,6.2,89.5226,219.9999,4.4829,3.63,None,None,OK,False,94.38,214.93,3.51,OEM-MAHINDRA
H-2025-03414,2025-09-08 01:42:00,C,OP-308,F2,ML-2,PT-B,298,Monsoon,31.4,93.9,3.18,82.7,42.1,1.87,105.5,3.53,1.869,0.654,0.095,0.076,0.022,4.178,True,1370.0,190.0,8.3,1.63,9.44,2.2,0.198,3.35,6.7,89.4986,219.9759,4.5075,4.8,None,None,OK,False,94.09,215.23,1.88,OEM-TATA
H-2025-03415,2025-09-08 02:28:00,C,OP-308,F2,ML-1,PT-A,598,Monsoon,29.2,93.4,3.36,83.3,44.6,1.8,96.4,3.447,1.971,0.609,0.088,0.115,0.011,4.142,True,1388.8,208.8,7.35,0.21,6.3,0.1,0.163,3.19,4.3,89.4656,220.0279,4.5243,5.54,None,None,OK,False,94.3,212.48,4.86,OEM-TATA
H-2025-03416,2025-09-08 04:03:00,C,OP-308,F2,ML-2,PT-A,599,Monsoon,30.4,92.5,3.24,84.1,44.8,2.35,110.7,3.323,2.014,0.582,0.092,0.077,0.011,4.02,True,1457.9,277.9,7.3,1.59,10.42,3.6,0.182,3.5,6.0,89.5035,220.014,4.5105,4.36,None,None,OK,False,94.15,218.03,1.09,OEM-TATA
H-2025-03417,2025-09-08 04:20:00,C,OP-308,F1,ML-1,PT-A,600,Monsoon,29.7,88.8,4.15,83.4,42.8,1.56,95.2,3.369,2.089,0.586,0.101,0.069,0.019,4.089,True,1433.3,253.3,6.46,3.74,11.02,13.9,0.222,2.92,10.9,89.4875,220.0241,4.5017,6.44,None,None,OK,False,94.07,217.52,1.88,OEM-MAHINDRA
H-2025-03418,2025-09-08 07:06:00,A,OP-104,F1,ML-1,PT-A,601,Monsoon,31.0,80.3,3.06,83.7,41.9,1.85,98.6,3.436,2.113,0.633,0.073,0.098,0.074,4.173,True,1376.2,196.2,8.55,5.33,11.74,0.3,0.173,2.8,9.4,89.4979,219.9972,4.4609,7.32,Cold_Shut,Scrap,Scrap,False,88.58,214.41,6.19,OEM-MAHINDRA
H-2025-03419,2025-09-08 09:47:00,A,OP-104,F1,ML-1,PT-A,602,Monsoon,30.0,78.6,3.45,82.6,47.8,1.95,105.5,3.44,2.077,0.651,0.078,0.074,0.004,4.157,True,1439.6,259.6,7.96,0.92,9.62,3.8,0.181,3.5,15.5,89.4849,219.9699,4.5089,7.94,None,None,OK,False,95.78,211.75,1.86,OEM-MAHINDRA
H-2025-03420,2025-09-08 10:12:00,A,OP-104,F1,ML-1,PT-A,603,Monsoon,26.1,94.0,4.24,83.5,36.5,1.88,141.4,3.552,1.986,0.518,0.06,0.096,0.04,4.246,True,1437.6,257.6,8.05,0.79,8.35,1.6,0.171,3.57,12.3,89.5207,219.9918,4.4859,3.96,None,None,OK,False,93.74,216.85,3.41,OEM-ASHOK_LEYLAND
H-2025-03421,2025-09-08 10:47:00,A,OP-104,F1,ML-1,PT-C,264,Monsoon,28.3,94.2,4.15,77.2,38.4,1.99,139.5,3.525,1.871,0.611,0.079,0.072,0.003,4.172,True,1405.8,225.8,7.82,1.7,12.26,4.5,0.237,3.18,13.2,89.5065,220.009,4.5114,7.29,None,None,OK,False,94.74,213.17,1.42,OEM-TATA
H-2025-03422,2025-09-08 10:48:00,A,OP-104,F1,ML-1,PT-A,604,Monsoon,31.6,85.1,3.52,89.8,40.7,1.82,121.2,3.5,2.27,0.623,0.076,0.082,0.007,4.284,True,1435.6,255.6,5.22,0.48,10.87,3.1,0.206,4.13,11.0,89.4946,220.0141,4.4805,5.83,None,None,OK,False,95.86,212.82,1.24,OEM-TATA
H-2025-03423,2025-09-08 13:32:00,A,OP-104,F1,ML-2,PT-B,299,Monsoon,28.7,86.0,3.55,92.0,43.3,2.0,110.0,3.258,2.164,0.5,0.095,0.063,0.005,4.001,True,1415.9,235.9,6.63,0.17,10.53,7.2,0.178,2.88,10.9,89.508,219.9988,4.487,5.0,None,None,OK,False,97.06,215.0,1.16,OEM-TATA
H-2025-03424,2025-09-08 20:13:00,B,OP-217,F1,ML-1,PT-B,300,Monsoon,31.0,75.1,3.44,86.6,48.0,2.14,132.2,3.266,2.198,0.632,0.092,0.093,0.016,4.029,True,1427.1,247.1,4.58,3.81,7.64,4.1,0.204,3.25,11.7,89.499,219.9777,4.5567,4.68,None,None,OK,False,96.08,214.92,1.52,OEM-MAHINDRA
H-2025-03425,2025-09-08 22:13:00,C,OP-308,F1,ML-2,PT-B,301,Monsoon,31.2,78.0,4.19,85.6,40.6,1.65,124.5,3.231,2.06,0.601,0.108,0.074,0.005,3.943,True,1434.1,254.1,7.9,0.89,11.74,15.9,0.218,2.9,13.8,89.521,220.0184,4.5083,4.79,None,None,OK,False,94.87,214.01,2.62,OEM-ASHOK_LEYLAND
H-2025-03426,2025-09-08 22:47:00,C,OP-308,F1,ML-1,PT-B,302,Monsoon,28.0,85.9,3.79,85.3,37.0,1.87,125.1,3.401,2.047,0.536,0.077,0.077,0.139,4.109,True,1432.0,252.0,6.88,3.46,13.24,5.7,0.135,3.77,12.0,89.5067,219.997,4.4217,4.43,Gas_Porosity,Scrap,Scrap,False,88.8,214.05,7.29,OEM-TATA
H-2025-03427,2025-09-08 23:56:00,C,OP-308,F2,ML-1,PT-A,605,Monsoon,31.1,78.6,3.7,84.0,48.2,1.88,123.6,3.294,2.26,0.568,0.091,0.092,0.027,4.078,True,1406.0,226.0,7.43,0.05,7.73,20.6,0.217,2.99,4.2,89.5194,219.9931,4.5404,4.87,None,None,OK,False,96.26,214.16,3.01,OEM-TATA
H-2025-03428,2025-09-09 09:28:00,A,OP-104,F1,ML-1,PT-A,606,Monsoon,28.3,84.6,4.41,85.9,42.9,2.18,135.1,3.421,1.81,0.579,0.096,0.083,0.004,4.053,True,1411.8,231.8,7.3,1.86,7.08,4.8,0.251,3.16,11.7,89.4917,220.0029,4.4579,5.63,None,None,OK,False,94.79,212.28,1.4,OEM-MAHINDRA
H-2025-03429,2025-09-09 10:46:00,A,OP-104,F1,ML-1,PT-B,303,Monsoon,26.2,90.9,3.87,84.2,43.8,1.99,112.1,3.439,2.161,0.652,0.119,0.072,0.031,4.183,True,1430.9,250.9,9.19,1.0,12.21,2.7,0.17,2.85,14.6,89.5028,220.0056,4.4743,5.0,None,None,OK,False,94.84,217.85,1.63,OEM-TATA
H-2025-03430,2025-09-09 12:23:00,A,OP-104,F2,ML-1,PT-C,265,Monsoon,30.2,91.0,4.18,83.3,45.3,1.82,122.0,3.38,2.06,0.577,0.092,0.05,0.013,4.083,True,1425.9,245.9,7.01,0.22,5.68,4.0,0.171,3.94,6.1,89.5145,219.9982,4.4974,5.34,None,None,OK,False,93.9,215.31,1.52,OEM-MAHINDRA
H-2025-03431,2025-09-09 13:01:00,A,OP-104,F1,ML-2,PT-A,607,Monsoon,30.9,92.2,3.97,78.6,46.6,1.97,126.8,3.459,2.112,0.637,0.084,0.073,0.01,4.187,True,1427.7,247.7,7.11,6.09,7.49,7.0,0.244,3.21,12.1,89.5028,220.0152,4.5331,5.88,None,None,OK,False,93.55,214.46,0.89,OEM-TATA
H-2025-03432,2025-09-09 14:59:00,B,OP-217,F2,ML-1,PT-A,608,Monsoon,28.7,79.7,3.65,81.1,41.3,1.73,106.0,3.276,2.326,0.678,0.087,0.069,0.004,4.074,True,1404.4,224.4,6.22,1.09,8.73,7.1,0.125,3.29,5.8,89.469,220.0149,4.5085,5.04,None,None,OK,False,96.41,218.75,2.93,OEM-TATA
H-2025-03433,2025-09-09 15:48:00,B,OP-217,F1,ML-1,PT-C,266,Monsoon,27.0,83.6,3.25,80.6,37.4,2.18,141.9,3.176,2.103,0.661,0.092,0.075,0.008,3.902,True,1427.2,247.2,6.17,6.13,8.97,5.9,0.29,3.23,12.5,89.4965,220.0113,4.4488,4.77,Gas_Porosity,Major_Rework,Scrap,False,92.77,218.99,2.7,OEM-TATA
H-2025-03434,2025-09-09 17:21:00,B,OP-217,F1,ML-2,PT-B,304,Monsoon,29.7,87.5,3.29,81.5,43.4,2.01,108.2,3.269,1.804,0.64,0.106,0.071,0.032,3.894,True,1376.4,196.4,6.77,0.44,12.23,5.3,0.158,3.14,12.3,89.4865,219.9888,4.5145,5.44,Cold_Shut,Minor_Rework,Rework,False,93.01,216.25,3.67,OEM-TATA
H-2025-03435,2025-09-09 18:18:00,B,OP-217,F1,ML-2,PT-B,305,Monsoon,30.4,86.6,3.49,82.7,42.0,1.94,116.6,3.454,1.933,0.62,0.079,0.098,0.017,4.131,True,1428.8,248.8,6.66,0.85,13.45,10.4,0.181,2.66,12.7,89.5168,219.9886,4.486,6.19,None,None,OK,False,95.42,213.79,3.47,OEM-MAHINDRA
H-2025-03436,2025-09-09 20:35:00,B,OP-217,F1,ML-2,PT-B,306,Monsoon,29.9,95.0,4.18,81.8,42.6,2.0,121.9,3.574,2.023,0.656,0.074,0.085,0.005,4.277,True,1409.3,229.3,7.35,0.85,12.99,13.6,0.162,3.37,13.8,89.5095,219.9961,4.4922,5.08,None,None,OK,False,94.73,217.49,2.27,OEM-TATA
H-2025-03437,2025-09-09 21:30:00,B,OP-217,F1,ML-1,PT-C,267,Monsoon,28.1,80.5,3.81,81.7,41.3,1.91,117.9,3.531,2.234,0.672,0.12,0.069,0.011,4.299,True,1435.9,255.9,5.62,1.9,8.3,9.1,0.152,3.09,11.5,89.5136,220.0129,4.4834,5.48,None,None,OK,False,95.08,218.49,1.81,OEM-TATA
H-2025-03438,2025-09-09 23:55:00,C,OP-308,F2,ML-2,PT-B,307,Monsoon,28.2,76.4,3.88,81.2,36.5,1.8,103.2,3.33,2.06,0.5,0.068,0.087,0.009,4.046,True,1413.1,233.1,6.42,0.94,14.95,5.5,0.214,3.18,5.5,89.4885,219.9794,4.4703,5.77,None,None,OK,False,95.45,214.79,3.11,OEM-ASHOK_LEYLAND
H-2025-03439,2025-09-10 00:44:00,C,OP-308,F1,ML-1,PT-B,308,Monsoon,29.3,82.8,3.57,83.3,43.4,1.88,125.7,3.469,2.244,0.576,0.098,0.101,0.005,4.251,True,1431.2,251.2,7.75,6.3,7.18,9.0,0.22,3.81,16.6,89.488,220.0058,4.4707,5.71,Gas_Porosity,Scrap,Scrap,False,88.62,217.46,5.07,OEM-ASHOK_LEYLAND
H-2025-03440,2025-09-10 03:24:00,C,OP-308,F2,ML-2,PT-B,309,Monsoon,27.2,85.4,3.82,84.0,38.7,2.11,102.1,3.188,1.878,0.571,0.091,0.064,0.031,3.835,True,1419.4,239.4,6.34,1.32,11.56,0.1,0.172,3.44,5.0,89.4822,220.0035,4.5235,5.49,None,None,OK,False,96.32,211.82,2.54,OEM-TATA
H-2025-03441,2025-09-10 04:04:00,C,OP-308,F1,ML-1,PT-A,609,Monsoon,31.1,82.7,3.76,81.2,47.2,1.95,129.3,3.54,1.973,0.699,0.09,0.071,0.029,4.221,True,1411.9,231.9,7.4,0.66,10.4,7.5,0.143,3.45,12.9,89.4954,220.0094,4.4749,5.37,None,None,OK,False,96.71,215.46,1.31,OEM-TATA
H-2025-03442,2025-09-10 05:58:00,C,OP-308,F2,ML-1,PT-C,268,Monsoon,26.6,81.4,3.5,82.2,35.2,2.0,146.9,3.418,2.201,0.611,0.067,0.063,0.011,4.172,True,1397.6,217.6,7.7,1.13,15.17,0.5,0.181,3.1,4.6,89.4986,220.006,4.4611,5.13,None,None,OK,False,94.8,216.77,1.95,OEM-ASHOK_LEYLAND
H-2025-03443,2025-09-10 11:00:00,A,OP-104,F2,ML-2,PT-C,269,Monsoon,28.9,80.1,3.39,79.5,42.5,2.12,128.7,3.45,2.178,0.64,0.12,0.082,0.024,4.203,True,1426.7,246.7,7.31,0.04,11.76,15.4,0.219,2.79,5.5,89.5131,220.0074,4.4776,4.86,None,None,OK,False,96.74,211.94,2.47,OEM-TATA
H-2025-03444,2025-09-10 11:43:00,A,OP-104,F2,ML-2,PT-B,310,Monsoon,31.2,83.5,3.07,91.2,42.8,2.08,113.8,3.125,1.944,0.569,0.088,0.113,0.038,3.811,True,1416.2,236.2,7.23,0.09,14.69,1.9,0.199,3.15,2.4,89.4961,219.9918,4.4964,6.72,Cracks,Scrap,Scrap,False,91.18,213.23,6.46,OEM-TATA
H-2025-03445,2025-09-10 12:34:00,A,OP-104,F2,ML-2,PT-A,610,Monsoon,29.2,88.8,3.67,81.3,38.1,1.87,142.4,3.411,1.978,0.674,0.077,0.096,0.006,4.102,True,1420.6,240.6,7.63,4.15,8.85,3.8,0.21,3.11,7.3,89.4867,219.9696,4.5149,5.09,Gas_Porosity,Scrap,Scrap,False,90.44,213.54,5.1,OEM-TATA
H-2025-03446,2025-09-10 13:49:00,A,OP-104,F2,ML-1,PT-B,311,Monsoon,30.6,78.0,3.41,87.3,42.7,2.07,102.3,3.577,2.004,0.614,0.065,0.069,0.036,4.268,True,1427.3,247.3,6.7,7.46,12.62,0.6,0.187,3.11,6.2,89.5129,219.9912,4.5098,4.1,None,None,OK,False,94.83,215.37,2.61,OEM-MAHINDRA
H-2025-03447,2025-09-10 20:40:00,B,OP-217,F2,ML-2,PT-A,611,Monsoon,27.4,92.3,4.2,83.0,39.5,1.98,111.7,3.391,2.006,0.5,0.06,0.087,0.001,4.088,True,1417.4,237.4,8.79,3.8,13.7,3.9,0.109,3.24,3.8,89.4865,220.0114,4.4944,6.74,None,None,OK,False,94.05,210.68,2.73,OEM-ASHOK_LEYLAND
H-2025-03448,2025-09-10 20:44:00,B,OP-217,F1,ML-1,PT-B,312,Monsoon,28.7,87.8,4.13,78.6,44.2,1.82,133.9,3.345,2.242,0.607,0.096,0.097,0.024,4.124,True,1442.8,262.8,6.45,0.28,11.66,11.3,0.135,2.83,12.9,89.5158,220.0243,4.4736,4.88,None,None,OK,False,93.79,219.82,3.04,OEM-TATA
H-2025-03449,2025-09-10 22:02:00,C,OP-308,F2,ML-1,PT-A,612,Monsoon,30.3,77.1,3.48,85.9,39.8,2.06,123.7,3.325,2.11,0.518,0.072,0.05,0.04,4.045,True,1403.3,223.3,8.36,2.55,8.77,2.5,0.243,3.46,3.9,89.5355,220.0003,4.4673,4.94,None,None,OK,False,96.6,214.12,3.88,OEM-TATA
H-2025-03450,2025-09-10 23:30:00,C,OP-308,F1,ML-1,PT-C,270,Monsoon,31.3,75.5,4.11,84.6,47.6,2.09,129.3,3.269,1.955,0.686,0.081,0.057,0.009,3.94,True,1426.8,246.8,8.16,3.98,9.2,3.9,0.209,3.04,13.3,89.4933,220.0308,4.5288,4.88,None,None,OK,False,95.3,216.07,0.9,OEM-TATA
H-2025-03451,2025-09-11 03:24:00,C,OP-308,F2,ML-1,PT-C,271,Monsoon,29.9,76.0,3.47,79.5,38.3,1.71,108.0,3.367,2.149,0.594,0.076,0.092,0.099,4.114,True,1431.3,251.3,5.65,2.05,12.57,3.6,0.157,3.0,4.9,89.4651,220.004,4.5169,5.51,None,None,OK,False,96.01,214.18,6.08,OEM-TATA
H-2025-03452,2025-09-11 06:12:00,A,OP-104,F1,ML-1,PT-A,613,Monsoon,27.5,76.8,3.78,83.9,40.6,1.8,100.5,3.21,2.211,0.524,0.093,0.05,0.013,3.963,True,1415.8,235.8,6.42,2.59,12.66,2.1,0.196,2.79,13.2,89.5024,219.9937,4.5163,6.23,None,None,OK,False,96.14,219.69,1.13,OEM-TATA
H-2025-03453,2025-09-11 08:26:00,A,OP-104,F2,ML-2,PT-B,313,Monsoon,26.9,87.9,3.66,83.7,41.4,1.81,116.5,3.41,1.941,0.567,0.091,0.076,0.074,4.082,True,1401.6,221.6,7.82,5.59,8.25,10.3,0.271,3.17,3.2,89.5054,220.003,4.5077,4.46,Gas_Porosity,Minor_Rework,Rework,False,93.45,212.62,2.89,OEM-ASHOK_LEYLAND
H-2025-03454,2025-09-11 09:44:00,A,OP-104,F1,ML-1,PT-C,272,Monsoon,31.0,93.8,3.45,86.7,39.2,2.25,113.9,3.489,1.944,0.62,0.096,0.088,0.018,4.167,True,1421.0,241.0,9.46,1.54,8.06,1.6,0.176,3.17,12.1,89.4993,219.9976,4.5113,4.97,None,None,OK,False,96.4,218.65,1.41,OEM-TATA
H-2025-03455,2025-09-11 13:30:00,A,OP-104,F2,ML-2,PT-A,614,Monsoon,29.3,77.7,3.29,87.0,38.0,1.84,122.4,3.304,2.031,0.617,0.097,0.081,0.041,4.008,True,1416.9,236.9,8.2,2.75,14.22,6.8,0.2,2.78,6.5,89.5123,220.0364,4.5025,4.6,None,None,OK,False,96.49,216.4,3.3,OEM-TATA
H-2025-03456,2025-09-11 14:25:00,B,OP-217,F1,ML-2,PT-A,615,Monsoon,27.1,80.7,4.03,79.3,37.8,1.68,133.5,3.402,2.246,0.52,0.074,0.073,0.045,4.175,True,1417.1,237.1,8.29,0.68,13.53,5.0,0.225,3.22,12.1,89.4991,219.9972,4.4765,6.02,None,None,OK,False,95.43,217.3,2.23,OEM-TATA
H-2025-03457,2025-09-11 14:59:00,B,OP-217,F2,ML-1,PT-A,616,Monsoon,28.9,92.3,3.72,82.6,40.7,1.77,110.2,3.348,2.09,0.597,0.065,0.1,0.08,4.078,True,1418.2,238.2,6.87,3.41,13.92,3.5,0.175,3.25,0.8,89.4859,219.997,4.5549,4.41,None,None,OK,False,94.97,219.98,4.73,OEM-TATA
H-2025-03458,2025-09-12 02:57:00,C,OP-308,F1,ML-2,PT-C,273,Monsoon,26.8,85.1,3.46,82.3,38.2,2.07,115.9,3.403,1.816,0.537,0.083,0.09,0.015,4.039,True,1426.2,246.2,8.94,0.17,15.61,8.8,0.3,3.46,12.7,89.4874,219.9847,4.4552,6.5,None,None,OK,False,95.15,219.06,3.65,OEM-TATA
H-2025-03459,2025-09-12 03:45:00,C,OP-308,F1,ML-1,PT-A,617,Monsoon,26.6,83.5,3.59,83.8,44.3,1.85,125.7,3.465,1.915,0.704,0.093,0.115,0.006,4.142,True,1463.3,283.3,8.58,0.07,10.68,0.5,0.194,3.12,16.5,89.4937,220.0192,4.4588,5.39,None,None,OK,False,93.46,218.96,2.24,OEM-TATA
H-2025-03460,2025-09-12 05:23:00,C,OP-308,F1,ML-2,PT-A,618,Monsoon,31.5,84.5,3.48,84.7,41.2,1.82,89.0,3.406,2.166,0.662,0.087,0.055,0.015,4.146,True,1439.6,259.6,4.58,1.06,6.79,3.7,0.247,3.27,14.2,89.4961,219.9758,4.515,5.3,None,None,OK,False,94.72,217.44,0.7,OEM-TATA
H-2025-03461,2025-09-12 05:32:00,C,OP-308,F1,ML-1,PT-A,619,Monsoon,29.3,77.0,3.84,85.2,46.2,1.69,131.3,3.459,2.013,0.541,0.06,0.066,0.027,4.152,True,1407.3,227.3,7.09,2.01,13.7,5.1,0.231,3.13,12.0,89.4931,219.9742,4.5101,4.69,None,None,OK,False,95.58,212.55,2.14,OEM-TATA
H-2025-03462,2025-09-12 07:18:00,A,OP-104,F1,ML-1,PT-A,620,Monsoon,27.5,79.4,4.14,83.6,44.9,2.08,91.8,3.419,1.929,0.569,0.086,0.074,0.022,4.086,True,1433.6,253.6,6.91,0.54,9.87,6.6,0.232,3.26,12.8,89.4987,219.9726,4.5619,4.77,None,None,OK,False,94.88,213.54,1.23,OEM-ASHOK_LEYLAND
H-2025-03463,2025-09-12 07:42:00,A,OP-104,F1,ML-1,PT-A,621,Monsoon,31.3,94.2,3.86,80.6,41.0,2.08,104.6,3.46,2.016,0.504,0.07,0.098,0.094,4.164,True,1423.5,243.5,6.52,3.56,15.0,10.8,0.227,3.18,13.9,89.4841,219.9753,4.5091,5.41,None,None,OK,False,93.92,213.36,5.34,OEM-ASHOK_LEYLAND
H-2025-03464,2025-09-12 12:07:00,A,OP-104,F1,ML-2,PT-B,314,Monsoon,32.0,87.9,3.89,84.5,47.6,1.98,144.4,3.394,2.202,0.512,0.085,0.088,0.01,4.158,True,1428.0,248.0,7.69,0.71,7.84,0.5,0.137,3.55,10.2,89.5241,220.0061,4.5033,5.23,None,None,OK,False,95.14,212.92,3.08,OEM-TATA
H-2025-03465,2025-09-12 12:56:00,A,OP-104,F1,ML-1,PT-A,622,Monsoon,31.3,80.7,3.86,85.3,49.3,1.81,126.8,3.396,2.345,0.67,0.099,0.068,0.124,4.2,True,1425.5,245.5,8.91,0.54,12.12,10.8,0.145,2.84,11.6,89.4935,220.001,4.5314,6.1,None,None,OK,False,95.75,215.09,3.62,OEM-MAHINDRA
